day,year,week,variant,ireg,region,positive,genomes,cases
279,2020,48,sn439k,2,midtjylland,55,412,1530
279,2020,48,sn439k,3,syddanmark,21,213,1290
279,2020,48,sn439k,4,copenhagen,87,819,4528
279,2020,48,sn439k,5,sjaelland,10,175,1046
279,2020,48,sn439k,6,whole_denmark,182,1801,8728
279,2020,48,sn501y,0,other,0,12,
279,2020,48,sn501y,1,nordjylland,0,170,267
279,2020,48,sn501y,2,midtjylland,0,412,1530
279,2020,48,sn501y,3,syddanmark,0,213,1290
279,2020,48,sn501y,4,copenhagen,1,819,4528
279,2020,48,sn501y,5,sjaelland,0,175,1046
279,2020,48,sn501y,6,whole_denmark,1,1801,8728
279,2020,48,sy453f,0,other,0,12,
279,2020,48,sy453f,1,nordjylland,33,170,267
279,2020,48,sy453f,2,midtjylland,39,412,1530
279,2020,48,sy453f,3,syddanmark,21,213,1290
279,2020,48,sy453f,4,copenhagen,12,819,4528
279,2020,48,sy453f,5,sjaelland,0,175,1046
279,2020,48,sy453f,6,whole_denmark,105,1801,8728
279,2020,48,y453f,0,other,0,13,
279,2020,48,y453f,1,nordjylland,33,170,267
279,2020,48,y453f,2,midtjylland,39,412,1530
279,2020,48,y453f,3,syddanmark,21,213,1290
279,2020,48,y453f,4,copenhagen,12,777,4528
279,2020,48,y453f,5,sjaelland,0,173,1046
279,2020,48,y453f,6,whole_denmark,105,1758,8728
286,2020,49,20e-eu1,0,other,8,20,
286,2020,49,20e-eu1,1,nordjylland,24,64,387
286,2020,49,20e-eu1,2,midtjylland,239,423,2235
286,2020,49,20e-eu1,3,syddanmark,58,238,1422
286,2020,49,20e-eu1,4,copenhagen,589,1196,6876
286,2020,49,20e-eu1,5,sjaelland,191,302,1728
286,2020,49,20e-eu1,6,whole_denmark,1109,2243,12728
286,2020,49,b117,0,other,0,14,
286,2020,49,b117,1,nordjylland,3,64,387
286,2020,49,b117,2,midtjylland,0,424,2235
286,2020,49,b117,3,syddanmark,0,237,1422
286,2020,49,b117,4,copenhagen,3,1598,6876
286,2020,49,b117,5,sjaelland,0,337,1728
286,2020,49,b117,6,whole_denmark,6,2674,12728
286,2020,49,b1351,0,other,0,14,
286,2020,49,b1351,1,nordjylland,0,64,387
286,2020,49,b1351,2,midtjylland,0,424,2235
286,2020,49,b1351,3,syddanmark,0,237,1422
286,2020,49,b1351,4,copenhagen,0,1598,6876
286,2020,49,b1351,5,sjaelland,0,337,1728
286,2020,49,b1351,6,whole_denmark,0,2674,12728
286,2020,49,b1525,0,other,0,14,
286,2020,49,b1525,1,nordjylland,0,64,387
286,2020,49,b1525,2,midtjylland,0,424,2235
286,2020,49,b1525,3,syddanmark,0,237,1422
286,2020,49,b1525,4,copenhagen,0,1598,6876
286,2020,49,b1525,5,sjaelland,0,337,1728
286,2020,49,b1525,6,whole_denmark,0,2674,12728
286,2020,49,d614g,1,nordjylland,64,64,387
286,2020,49,d614g,2,midtjylland,422,422,2235
286,2020,49,d614g,3,syddanmark,237,238,1422
286,2020,49,d614g,4,copenhagen,959,960,6876
286,2020,49,d614g,5,sjaelland,266,266,1728
286,2020,49,d614g,6,whole_denmark,1948,1950,12728
286,2020,49,e484k,0,other,0,20,
286,2020,49,e484k,1,nordjylland,0,64,387
286,2020,49,e484k,2,midtjylland,0,423,2235
286,2020,49,e484k,3,syddanmark,0,238,1422
286,2020,49,e484k,4,copenhagen,0,1196,6876
286,2020,49,e484k,5,sjaelland,0,302,1728
286,2020,49,e484k,6,whole_denmark,0,2243,12728
286,2020,49,n439k,0,other,10,20,
286,2020,49,n439k,1,nordjylland,7,64,387
286,2020,49,n439k,2,midtjylland,53,423,2235
286,2020,49,n439k,3,syddanmark,28,238,1422
286,2020,49,n439k,4,copenhagen,161,1196,6876
286,2020,49,n439k,5,sjaelland,22,302,1728
286,2020,49,n439k,6,whole_denmark,281,2243,12728
286,2020,49,n501y,0,other,0,20,
286,2020,49,n501y,1,nordjylland,3,64,387
286,2020,49,n501y,2,midtjylland,0,423,2235
286,2020,49,n501y,3,syddanmark,0,238,1422
286,2020,49,n501y,4,copenhagen,1,1196,6876
286,2020,49,n501y,5,sjaelland,0,302,1728
286,2020,49,n501y,6,whole_denmark,4,2243,12728
286,2020,49,p1,0,other,0,14,
286,2020,49,p1,1,nordjylland,0,64,387
286,2020,49,p1,2,midtjylland,0,424,2235
286,2020,49,p1,3,syddanmark,0,237,1422
286,2020,49,p1,4,copenhagen,0,1598,6876
286,2020,49,p1,5,sjaelland,0,337,1728
286,2020,49,p1,6,whole_denmark,0,2674,12728
286,2020,49,p2,0,other,0,20,
286,2020,49,p2,1,nordjylland,0,64,387
286,2020,49,p2,2,midtjylland,0,423,2235
286,2020,49,p2,3,syddanmark,0,238,1422
286,2020,49,p2,4,copenhagen,0,1196,6876
286,2020,49,p2,5,sjaelland,0,302,1728
286,2020,49,p2,6,whole_denmark,0,2243,12728
286,2020,49,se484k,0,other,0,14,
286,2020,49,se484k,1,nordjylland,0,64,387
286,2020,49,se484k,2,midtjylland,0,424,2235
286,2020,49,se484k,3,syddanmark,0,237,1422
286,2020,49,se484k,4,copenhagen,0,1598,6876
286,2020,49,se484k,5,sjaelland,0,337,1728
286,2020,49,se484k,6,whole_denmark,0,2674,12728
286,2020,49,sl452r,0,other,0,14,
286,2020,49,sl452r,1,nordjylland,0,64,387
286,2020,49,sl452r,2,midtjylland,0,424,2235
286,2020,49,sl452r,3,syddanmark,0,237,1422
286,2020,49,sl452r,4,copenhagen,0,1598,6876
286,2020,49,sl452r,5,sjaelland,0,337,1728
286,2020,49,sl452r,6,whole_denmark,0,2674,12728
286,2020,49,sn439k,0,other,3,14,
286,2020,49,sn439k,1,nordjylland,7,64,387
286,2020,49,sn439k,2,midtjylland,53,424,2235
286,2020,49,sn439k,3,syddanmark,24,237,1422
286,2020,49,sn439k,4,copenhagen,216,1598,6876
286,2020,49,sn439k,5,sjaelland,26,337,1728
286,2020,49,sn439k,6,whole_denmark,329,2674,12728
286,2020,49,sn501y,0,other,0,14,
286,2020,49,sn501y,1,nordjylland,0,64,387
286,2020,49,sn501y,2,midtjylland,0,424,2235
286,2020,49,sn501y,3,syddanmark,0,237,1422
286,2020,49,sn501y,4,copenhagen,0,1598,6876
286,2020,49,sn501y,5,sjaelland,0,337,1728
286,2020,49,sn501y,6,whole_denmark,0,2674,12728
286,2020,49,sy453f,0,other,0,14,
286,2020,49,sy453f,1,nordjylland,8,64,387
286,2020,49,sy453f,2,midtjylland,18,424,2235
286,2020,49,sy453f,3,syddanmark,7,237,1422
286,2020,49,sy453f,4,copenhagen,5,1598,6876
286,2020,49,sy453f,5,sjaelland,2,337,1728
286,2020,49,sy453f,6,whole_denmark,40,2674,12728
286,2020,49,y453f,0,other,0,20,
286,2020,49,y453f,1,nordjylland,8,64,387
286,2020,49,y453f,2,midtjylland,18,423,2235
286,2020,49,y453f,3,syddanmark,7,238,1422
286,2020,49,y453f,4,copenhagen,5,1196,6876
286,2020,49,y453f,5,sjaelland,2,302,1728
286,2020,49,y453f,6,whole_denmark,40,2243,12728
293,2020,50,20e-eu1,0,other,9,15,
293,2020,50,20e-eu1,1,nordjylland,49,104,964
293,2020,50,20e-eu1,2,midtjylland,301,471,3718
293,2020,50,20e-eu1,3,syddanmark,194,575,2118
293,2020,50,20e-eu1,4,copenhagen,767,1389,11920
293,2020,50,20e-eu1,5,sjaelland,177,286,2991
293,2020,50,20e-eu1,6,whole_denmark,1497,2840,21804
293,2020,50,b117,0,other,0,19,
293,2020,50,b117,1,nordjylland,7,105,964
293,2020,50,b117,2,midtjylland,0,472,3718
293,2020,50,b117,3,syddanmark,1,575,2118
293,2020,50,b117,4,copenhagen,6,1788,11920
293,2020,50,b117,5,sjaelland,0,329,2991
293,2020,50,b117,6,whole_denmark,14,3288,21804
293,2020,50,b1351,0,other,0,19,
293,2020,50,b1351,1,nordjylland,0,105,964
293,2020,50,b1351,2,midtjylland,0,472,3718
293,2020,50,b1351,3,syddanmark,0,575,2118
293,2020,50,b1351,4,copenhagen,0,1788,11920
293,2020,50,b1351,5,sjaelland,0,329,2991
293,2020,50,b1351,6,whole_denmark,0,3288,21804
293,2020,50,b1525,0,other,0,19,
293,2020,50,b1525,1,nordjylland,0,105,964
293,2020,50,b1525,2,midtjylland,0,472,3718
293,2020,50,b1525,3,syddanmark,0,575,2118
293,2020,50,b1525,4,copenhagen,0,1788,11920
293,2020,50,b1525,5,sjaelland,0,329,2991
293,2020,50,b1525,6,whole_denmark,0,3288,21804
293,2020,50,d614g,1,nordjylland,104,104,964
293,2020,50,d614g,2,midtjylland,468,470,3718
293,2020,50,d614g,3,syddanmark,568,571,2118
293,2020,50,d614g,4,copenhagen,1215,1217,11920
293,2020,50,d614g,5,sjaelland,241,242,2991
293,2020,50,d614g,6,whole_denmark,2596,2604,21804
293,2020,50,e484k,0,other,0,15,
293,2020,50,e484k,1,nordjylland,0,104,964
293,2020,50,e484k,2,midtjylland,0,471,3718
293,2020,50,e484k,3,syddanmark,0,575,2118
293,2020,50,e484k,4,copenhagen,0,1389,11920
293,2020,50,e484k,5,sjaelland,0,286,2991
293,2020,50,e484k,6,whole_denmark,0,2840,21804
293,2020,50,n439k,0,other,2,15,
293,2020,50,n439k,1,nordjylland,13,104,964
293,2020,50,n439k,2,midtjylland,48,471,3718
293,2020,50,n439k,3,syddanmark,67,575,2118
293,2020,50,n439k,4,copenhagen,198,1389,11920
293,2020,50,n439k,5,sjaelland,28,286,2991
293,2020,50,n439k,6,whole_denmark,356,2840,21804
293,2020,50,n501y,0,other,0,15,
293,2020,50,n501y,1,nordjylland,7,104,964
293,2020,50,n501y,2,midtjylland,0,471,3718
293,2020,50,n501y,3,syddanmark,1,575,2118
293,2020,50,n501y,4,copenhagen,4,1389,11920
293,2020,50,n501y,5,sjaelland,0,286,2991
293,2020,50,n501y,6,whole_denmark,12,2840,21804
293,2020,50,p1,0,other,0,19,
293,2020,50,p1,1,nordjylland,0,105,964
293,2020,50,p1,2,midtjylland,0,472,3718
293,2020,50,p1,3,syddanmark,0,575,2118
293,2020,50,p1,4,copenhagen,0,1788,11920
293,2020,50,p1,5,sjaelland,0,329,2991
293,2020,50,p1,6,whole_denmark,0,3288,21804
293,2020,50,p2,0,other,0,15,
293,2020,50,p2,1,nordjylland,0,104,964
293,2020,50,p2,2,midtjylland,0,471,3718
293,2020,50,p2,3,syddanmark,0,575,2118
293,2020,50,p2,4,copenhagen,0,1389,11920
293,2020,50,p2,5,sjaelland,0,286,2991
293,2020,50,p2,6,whole_denmark,0,2840,21804
293,2020,50,se484k,0,other,0,19,
293,2020,50,se484k,1,nordjylland,0,105,964
293,2020,50,se484k,2,midtjylland,0,472,3718
293,2020,50,se484k,3,syddanmark,0,575,2118
293,2020,50,se484k,4,copenhagen,1,1788,11920
293,2020,50,se484k,5,sjaelland,0,329,2991
293,2020,50,se484k,6,whole_denmark,1,3288,21804
293,2020,50,sl452r,0,other,0,19,
293,2020,50,sl452r,1,nordjylland,0,105,964
293,2020,50,sl452r,2,midtjylland,0,472,3718
293,2020,50,sl452r,3,syddanmark,0,575,2118
293,2020,50,sl452r,4,copenhagen,3,1788,11920
293,2020,50,sl452r,5,sjaelland,1,329,2991
293,2020,50,sl452r,6,whole_denmark,4,3288,21804
293,2020,50,sn439k,0,other,3,19,
293,2020,50,sn439k,1,nordjylland,13,105,964
293,2020,50,sn439k,2,midtjylland,48,472,3718
293,2020,50,sn439k,3,syddanmark,67,575,2118
293,2020,50,sn439k,4,copenhagen,240,1788,11920
293,2020,50,sn439k,5,sjaelland,29,329,2991
293,2020,50,sn439k,6,whole_denmark,400,3288,21804
293,2020,50,sn501y,0,other,0,19,
293,2020,50,sn501y,1,nordjylland,0,105,964
293,2020,50,sn501y,2,midtjylland,0,472,3718
293,2020,50,sn501y,3,syddanmark,0,575,2118
293,2020,50,sn501y,4,copenhagen,0,1788,11920
293,2020,50,sn501y,5,sjaelland,0,329,2991
293,2020,50,sn501y,6,whole_denmark,0,3288,21804
293,2020,50,sy453f,0,other,0,19,
293,2020,50,sy453f,1,nordjylland,4,105,964
293,2020,50,sy453f,2,midtjylland,9,472,3718
293,2020,50,sy453f,3,syddanmark,3,575,2118
293,2020,50,sy453f,4,copenhagen,2,1788,11920
293,2020,50,sy453f,5,sjaelland,2,329,2991
293,2020,50,sy453f,6,whole_denmark,20,3288,21804
293,2020,50,y453f,0,other,0,15,
293,2020,50,y453f,1,nordjylland,4,104,964
293,2020,50,y453f,2,midtjylland,9,471,3718
293,2020,50,y453f,3,syddanmark,3,575,2118
293,2020,50,y453f,4,copenhagen,2,1389,11920
293,2020,50,y453f,5,sjaelland,2,286,2991
293,2020,50,y453f,6,whole_denmark,20,2840,21804
300,2020,51,20e-eu1,0,other,13,25,
300,2020,51,20e-eu1,1,nordjylland,205,349,1423
300,2020,51,20e-eu1,2,midtjylland,465,708,4314
300,2020,51,20e-eu1,3,syddanmark,237,624,2995
300,2020,51,20e-eu1,4,copenhagen,1085,1910,11892
300,2020,51,20e-eu1,5,sjaelland,273,459,3704
300,2020,51,20e-eu1,6,whole_denmark,2278,4075,24474
300,2020,51,b117,0,other,1,32,
300,2020,51,b117,1,nordjylland,12,349,1423
300,2020,51,b117,2,midtjylland,0,710,4314
300,2020,51,b117,3,syddanmark,7,631,2995
300,2020,51,b117,4,copenhagen,13,2081,11892
300,2020,51,b117,5,sjaelland,3,475,3704
300,2020,51,b117,6,whole_denmark,36,4278,24474
300,2020,51,b1351,0,other,0,32,
300,2020,51,b1351,1,nordjylland,0,349,1423
300,2020,51,b1351,2,midtjylland,0,710,4314
300,2020,51,b1351,3,syddanmark,0,631,2995
300,2020,51,b1351,4,copenhagen,0,2081,11892
300,2020,51,b1351,5,sjaelland,0,475,3704
300,2020,51,b1351,6,whole_denmark,0,4278,24474
300,2020,51,b1525,0,other,0,32,
300,2020,51,b1525,1,nordjylland,0,349,1423
300,2020,51,b1525,2,midtjylland,0,710,4314
300,2020,51,b1525,3,syddanmark,0,631,2995
300,2020,51,b1525,4,copenhagen,0,2081,11892
300,2020,51,b1525,5,sjaelland,0,475,3704
300,2020,51,b1525,6,whole_denmark,0,4278,24474
300,2020,51,d614g,1,nordjylland,344,344,1423
300,2020,51,d614g,2,midtjylland,690,694,4314
300,2020,51,d614g,3,syddanmark,617,618,2995
300,2020,51,d614g,4,copenhagen,1392,1398,11892
300,2020,51,d614g,5,sjaelland,398,399,3704
300,2020,51,d614g,6,whole_denmark,3441,3453,24474
300,2020,51,e484k,0,other,0,25,
300,2020,51,e484k,1,nordjylland,0,349,1423
300,2020,51,e484k,2,midtjylland,0,708,4314
300,2020,51,e484k,3,syddanmark,0,624,2995
300,2020,51,e484k,4,copenhagen,0,1910,11892
300,2020,51,e484k,5,sjaelland,0,459,3704
300,2020,51,e484k,6,whole_denmark,0,4075,24474
300,2020,51,n439k,0,other,7,25,
300,2020,51,n439k,1,nordjylland,41,349,1423
300,2020,51,n439k,2,midtjylland,54,708,4314
300,2020,51,n439k,3,syddanmark,94,624,2995
300,2020,51,n439k,4,copenhagen,260,1910,11892
300,2020,51,n439k,5,sjaelland,88,459,3704
300,2020,51,n439k,6,whole_denmark,544,4075,24474
300,2020,51,n501y,0,other,1,25,
300,2020,51,n501y,1,nordjylland,12,349,1423
300,2020,51,n501y,2,midtjylland,0,708,4314
300,2020,51,n501y,3,syddanmark,7,624,2995
300,2020,51,n501y,4,copenhagen,14,1910,11892
300,2020,51,n501y,5,sjaelland,3,459,3704
300,2020,51,n501y,6,whole_denmark,37,4075,24474
300,2020,51,p1,0,other,0,32,
300,2020,51,p1,1,nordjylland,0,349,1423
300,2020,51,p1,2,midtjylland,0,710,4314
300,2020,51,p1,3,syddanmark,0,631,2995
300,2020,51,p1,4,copenhagen,0,2081,11892
300,2020,51,p1,5,sjaelland,0,475,3704
300,2020,51,p1,6,whole_denmark,0,4278,24474
300,2020,51,p2,0,other,0,25,
300,2020,51,p2,1,nordjylland,0,349,1423
300,2020,51,p2,2,midtjylland,0,708,4314
300,2020,51,p2,3,syddanmark,0,624,2995
300,2020,51,p2,4,copenhagen,0,1910,11892
300,2020,51,p2,5,sjaelland,0,459,3704
300,2020,51,p2,6,whole_denmark,0,4075,24474
300,2020,51,se484k,0,other,0,32,
300,2020,51,se484k,1,nordjylland,0,349,1423
300,2020,51,se484k,2,midtjylland,0,710,4314
300,2020,51,se484k,3,syddanmark,0,631,2995
300,2020,51,se484k,4,copenhagen,0,2081,11892
300,2020,51,se484k,5,sjaelland,0,475,3704
300,2020,51,se484k,6,whole_denmark,0,4278,24474
300,2020,51,sl452r,0,other,0,32,
300,2020,51,sl452r,1,nordjylland,0,349,1423
300,2020,51,sl452r,2,midtjylland,0,710,4314
300,2020,51,sl452r,3,syddanmark,0,631,2995
300,2020,51,sl452r,4,copenhagen,10,2081,11892
300,2020,51,sl452r,5,sjaelland,1,475,3704
300,2020,51,sl452r,6,whole_denmark,11,4278,24474
300,2020,51,sn439k,0,other,14,32,
300,2020,51,sn439k,1,nordjylland,41,349,1423
300,2020,51,sn439k,2,midtjylland,54,710,4314
300,2020,51,sn439k,3,syddanmark,99,631,2995
300,2020,51,sn439k,4,copenhagen,292,2081,11892
300,2020,51,sn439k,5,sjaelland,92,475,3704
300,2020,51,sn439k,6,whole_denmark,592,4278,24474
300,2020,51,sn501y,0,other,0,32,
300,2020,51,sn501y,1,nordjylland,0,349,1423
300,2020,51,sn501y,2,midtjylland,0,710,4314
300,2020,51,sn501y,3,syddanmark,0,631,2995
300,2020,51,sn501y,4,copenhagen,2,2081,11892
300,2020,51,sn501y,5,sjaelland,0,475,3704
300,2020,51,sn501y,6,whole_denmark,2,4278,24474
300,2020,51,sy453f,0,other,0,32,
300,2020,51,sy453f,1,nordjylland,14,349,1423
300,2020,51,sy453f,2,midtjylland,5,710,4314
300,2020,51,sy453f,3,syddanmark,0,631,2995
300,2020,51,sy453f,4,copenhagen,2,2081,11892
300,2020,51,sy453f,5,sjaelland,0,475,3704
300,2020,51,sy453f,6,whole_denmark,21,4278,24474
300,2020,51,y453f,0,other,0,25,
300,2020,51,y453f,1,nordjylland,14,349,1423
300,2020,51,y453f,2,midtjylland,5,708,4314
300,2020,51,y453f,3,syddanmark,0,624,2995
300,2020,51,y453f,4,copenhagen,2,1910,11892
300,2020,51,y453f,5,sjaelland,0,459,3704
300,2020,51,y453f,6,whole_denmark,21,4075,24474
307,2020,52,20e-eu1,0,other,16,25,
307,2020,52,20e-eu1,1,nordjylland,205,363,1303
307,2020,52,20e-eu1,2,midtjylland,373,529,2809
307,2020,52,20e-eu1,3,syddanmark,260,568,2211
307,2020,52,20e-eu1,4,copenhagen,1052,1749,7978
307,2020,52,20e-eu1,5,sjaelland,230,374,2518
307,2020,52,20e-eu1,6,whole_denmark,2136,3608,16933
307,2020,52,b117,0,other,0,25,
307,2020,52,b117,1,nordjylland,18,363,1303
307,2020,52,b117,2,midtjylland,8,529,2809
307,2020,52,b117,3,syddanmark,9,568,2211
307,2020,52,b117,4,copenhagen,18,1750,7978
307,2020,52,b117,5,sjaelland,11,374,2518
307,2020,52,b117,6,whole_denmark,64,3609,16933
307,2020,52,b1351,0,other,0,25,
307,2020,52,b1351,1,nordjylland,0,363,1303
307,2020,52,b1351,2,midtjylland,0,529,2809
307,2020,52,b1351,3,syddanmark,0,568,2211
307,2020,52,b1351,4,copenhagen,0,1750,7978
307,2020,52,b1351,5,sjaelland,0,374,2518
307,2020,52,b1351,6,whole_denmark,0,3609,16933
307,2020,52,b1525,0,other,0,25,
307,2020,52,b1525,1,nordjylland,0,363,1303
307,2020,52,b1525,2,midtjylland,0,529,2809
307,2020,52,b1525,3,syddanmark,0,568,2211
307,2020,52,b1525,4,copenhagen,0,1750,7978
307,2020,52,b1525,5,sjaelland,0,374,2518
307,2020,52,b1525,6,whole_denmark,0,3609,16933
307,2020,52,d614g,1,nordjylland,362,362,1303
307,2020,52,d614g,2,midtjylland,519,522,2809
307,2020,52,d614g,3,syddanmark,562,563,2211
307,2020,52,d614g,4,copenhagen,1328,1329,7978
307,2020,52,d614g,5,sjaelland,331,331,2518
307,2020,52,d614g,6,whole_denmark,3102,3107,16933
307,2020,52,e484k,0,other,0,25,
307,2020,52,e484k,1,nordjylland,0,363,1303
307,2020,52,e484k,2,midtjylland,1,529,2809
307,2020,52,e484k,3,syddanmark,0,568,2211
307,2020,52,e484k,4,copenhagen,0,1749,7978
307,2020,52,e484k,5,sjaelland,0,374,2518
307,2020,52,e484k,6,whole_denmark,1,3608,16933
307,2020,52,n439k,0,other,3,25,
307,2020,52,n439k,1,nordjylland,18,363,1303
307,2020,52,n439k,2,midtjylland,25,529,2809
307,2020,52,n439k,3,syddanmark,67,568,2211
307,2020,52,n439k,4,copenhagen,217,1749,7978
307,2020,52,n439k,5,sjaelland,59,374,2518
307,2020,52,n439k,6,whole_denmark,389,3608,16933
307,2020,52,n501y,0,other,0,25,
307,2020,52,n501y,1,nordjylland,18,363,1303
307,2020,52,n501y,2,midtjylland,9,529,2809
307,2020,52,n501y,3,syddanmark,9,568,2211
307,2020,52,n501y,4,copenhagen,18,1749,7978
307,2020,52,n501y,5,sjaelland,11,374,2518
307,2020,52,n501y,6,whole_denmark,65,3608,16933
307,2020,52,p1,0,other,0,25,
307,2020,52,p1,1,nordjylland,0,363,1303
307,2020,52,p1,2,midtjylland,0,529,2809
307,2020,52,p1,3,syddanmark,0,568,2211
307,2020,52,p1,4,copenhagen,0,1750,7978
307,2020,52,p1,5,sjaelland,0,374,2518
307,2020,52,p1,6,whole_denmark,0,3609,16933
307,2020,52,p2,0,other,0,25,
307,2020,52,p2,1,nordjylland,0,363,1303
307,2020,52,p2,2,midtjylland,0,529,2809
307,2020,52,p2,3,syddanmark,0,568,2211
307,2020,52,p2,4,copenhagen,0,1749,7978
307,2020,52,p2,5,sjaelland,0,374,2518
307,2020,52,p2,6,whole_denmark,0,3608,16933
307,2020,52,se484k,0,other,0,25,
307,2020,52,se484k,1,nordjylland,0,363,1303
307,2020,52,se484k,2,midtjylland,1,529,2809
307,2020,52,se484k,3,syddanmark,0,568,2211
307,2020,52,se484k,4,copenhagen,0,1750,7978
307,2020,52,se484k,5,sjaelland,0,374,2518
307,2020,52,se484k,6,whole_denmark,1,3609,16933
307,2020,52,sl452r,0,other,0,25,
307,2020,52,sl452r,1,nordjylland,0,363,1303
307,2020,52,sl452r,2,midtjylland,0,529,2809
307,2020,52,sl452r,3,syddanmark,0,568,2211
307,2020,52,sl452r,4,copenhagen,0,1750,7978
307,2020,52,sl452r,5,sjaelland,1,374,2518
307,2020,52,sl452r,6,whole_denmark,1,3609,16933
307,2020,52,sn439k,0,other,3,25,
307,2020,52,sn439k,1,nordjylland,18,363,1303
307,2020,52,sn439k,2,midtjylland,25,529,2809
307,2020,52,sn439k,3,syddanmark,67,568,2211
307,2020,52,sn439k,4,copenhagen,217,1750,7978
307,2020,52,sn439k,5,sjaelland,59,374,2518
307,2020,52,sn439k,6,whole_denmark,389,3609,16933
307,2020,52,sn501y,0,other,0,25,
307,2020,52,sn501y,1,nordjylland,0,363,1303
307,2020,52,sn501y,2,midtjylland,1,529,2809
307,2020,52,sn501y,3,syddanmark,0,568,2211
307,2020,52,sn501y,4,copenhagen,0,1750,7978
307,2020,52,sn501y,5,sjaelland,0,374,2518
307,2020,52,sn501y,6,whole_denmark,1,3609,16933
307,2020,52,sy453f,0,other,0,25,
307,2020,52,sy453f,1,nordjylland,1,363,1303
307,2020,52,sy453f,2,midtjylland,1,529,2809
307,2020,52,sy453f,3,syddanmark,1,568,2211
307,2020,52,sy453f,4,copenhagen,1,1750,7978
307,2020,52,sy453f,5,sjaelland,0,374,2518
307,2020,52,sy453f,6,whole_denmark,4,3609,16933
307,2020,52,y453f,0,other,0,25,
307,2020,52,y453f,1,nordjylland,1,363,1303
307,2020,52,y453f,2,midtjylland,1,529,2809
307,2020,52,y453f,3,syddanmark,1,568,2211
307,2020,52,y453f,4,copenhagen,1,1749,7978
307,2020,52,y453f,5,sjaelland,0,374,2518
307,2020,52,y453f,6,whole_denmark,4,3608,16933
314,2020,53,20e-eu1,0,other,30,48,
314,2020,53,20e-eu1,1,nordjylland,184,271,1222
314,2020,53,20e-eu1,2,midtjylland,485,750,2760
314,2020,53,20e-eu1,3,syddanmark,272,556,1925
314,2020,53,20e-eu1,4,copenhagen,1047,1786,6129
314,2020,53,20e-eu1,5,sjaelland,319,504,2336
314,2020,53,20e-eu1,6,whole_denmark,2337,3915,14498
314,2020,53,b117,0,other,0,48,
314,2020,53,b117,1,nordjylland,7,271,1222
314,2020,53,b117,2,midtjylland,14,715,2760
314,2020,53,b117,3,syddanmark,26,556,1925
314,2020,53,b117,4,copenhagen,18,1787,6129
314,2020,53,b117,5,sjaelland,7,503,2336
314,2020,53,b117,6,whole_denmark,72,3880,14498
314,2020,53,b1351,0,other,0,48,
314,2020,53,b1351,1,nordjylland,0,271,1222
314,2020,53,b1351,2,midtjylland,0,715,2760
314,2020,53,b1351,3,syddanmark,0,556,1925
314,2020,53,b1351,4,copenhagen,0,1787,6129
314,2020,53,b1351,5,sjaelland,0,503,2336
314,2020,53,b1351,6,whole_denmark,0,3880,14498
314,2020,53,b1525,0,other,0,48,
314,2020,53,b1525,1,nordjylland,0,271,1222
314,2020,53,b1525,2,midtjylland,0,715,2760
314,2020,53,b1525,3,syddanmark,0,556,1925
314,2020,53,b1525,4,copenhagen,0,1787,6129
314,2020,53,b1525,5,sjaelland,0,503,2336
314,2020,53,b1525,6,whole_denmark,0,3880,14498
314,2020,53,d614g,1,nordjylland,269,270,1222
314,2020,53,d614g,2,midtjylland,698,704,2760
314,2020,53,d614g,3,syddanmark,549,550,1925
314,2020,53,d614g,4,copenhagen,1350,1352,6129
314,2020,53,d614g,5,sjaelland,460,461,2336
314,2020,53,d614g,6,whole_denmark,3326,3337,14498
314,2020,53,e484k,0,other,1,48,
314,2020,53,e484k,1,nordjylland,2,271,1222
314,2020,53,e484k,2,midtjylland,0,750,2760
314,2020,53,e484k,3,syddanmark,0,556,1925
314,2020,53,e484k,4,copenhagen,0,1786,6129
314,2020,53,e484k,5,sjaelland,1,504,2336
314,2020,53,e484k,6,whole_denmark,4,3915,14498
314,2020,53,n439k,0,other,4,48,
314,2020,53,n439k,1,nordjylland,12,271,1222
314,2020,53,n439k,2,midtjylland,48,750,2760
314,2020,53,n439k,3,syddanmark,65,556,1925
314,2020,53,n439k,4,copenhagen,229,1786,6129
314,2020,53,n439k,5,sjaelland,78,504,2336
314,2020,53,n439k,6,whole_denmark,436,3915,14498
314,2020,53,n501y,0,other,0,48,
314,2020,53,n501y,1,nordjylland,7,271,1222
314,2020,53,n501y,2,midtjylland,25,750,2760
314,2020,53,n501y,3,syddanmark,26,556,1925
314,2020,53,n501y,4,copenhagen,18,1786,6129
314,2020,53,n501y,5,sjaelland,7,504,2336
314,2020,53,n501y,6,whole_denmark,83,3915,14498
314,2020,53,p1,0,other,0,48,
314,2020,53,p1,1,nordjylland,0,271,1222
314,2020,53,p1,2,midtjylland,0,715,2760
314,2020,53,p1,3,syddanmark,0,556,1925
314,2020,53,p1,4,copenhagen,0,1787,6129
314,2020,53,p1,5,sjaelland,0,503,2336
314,2020,53,p1,6,whole_denmark,0,3880,14498
314,2020,53,p2,0,other,1,48,
314,2020,53,p2,1,nordjylland,2,271,1222
314,2020,53,p2,2,midtjylland,0,750,2760
314,2020,53,p2,3,syddanmark,0,556,1925
314,2020,53,p2,4,copenhagen,0,1786,6129
314,2020,53,p2,5,sjaelland,0,504,2336
314,2020,53,p2,6,whole_denmark,3,3915,14498
314,2020,53,se484k,0,other,1,48,
314,2020,53,se484k,1,nordjylland,2,271,1222
