day,year,week,variant,ireg,region,positive,genomes,cases
314,2020,53,se484k,2,midtjylland,0,715,2760
314,2020,53,se484k,3,syddanmark,0,556,1925
314,2020,53,se484k,4,copenhagen,0,1787,6129
314,2020,53,se484k,5,sjaelland,1,503,2336
314,2020,53,se484k,6,whole_denmark,4,3880,14498
314,2020,53,sl452r,0,other,0,48,
314,2020,53,sl452r,1,nordjylland,0,271,1222
314,2020,53,sl452r,2,midtjylland,0,715,2760
314,2020,53,sl452r,3,syddanmark,0,556,1925
314,2020,53,sl452r,4,copenhagen,0,1787,6129
314,2020,53,sl452r,5,sjaelland,1,503,2336
314,2020,53,sl452r,6,whole_denmark,1,3880,14498
314,2020,53,sn439k,0,other,4,48,
314,2020,53,sn439k,1,nordjylland,12,271,1222
314,2020,53,sn439k,2,midtjylland,47,715,2760
314,2020,53,sn439k,3,syddanmark,65,556,1925
314,2020,53,sn439k,4,copenhagen,229,1787,6129
314,2020,53,sn439k,5,sjaelland,78,503,2336
314,2020,53,sn439k,6,whole_denmark,435,3880,14498
314,2020,53,sn501y,0,other,0,48,
314,2020,53,sn501y,1,nordjylland,0,271,1222
314,2020,53,sn501y,2,midtjylland,2,715,2760
314,2020,53,sn501y,3,syddanmark,0,556,1925
314,2020,53,sn501y,4,copenhagen,0,1787,6129
314,2020,53,sn501y,5,sjaelland,0,503,2336
314,2020,53,sn501y,6,whole_denmark,2,3880,14498
314,2020,53,sy453f,0,other,0,48,
314,2020,53,sy453f,1,nordjylland,4,271,1222
314,2020,53,sy453f,2,midtjylland,2,715,2760
314,2020,53,sy453f,3,syddanmark,0,556,1925
314,2020,53,sy453f,4,copenhagen,0,1787,6129
314,2020,53,sy453f,5,sjaelland,0,503,2336
314,2020,53,sy453f,6,whole_denmark,6,3880,14498
314,2020,53,y453f,0,other,0,48,
314,2020,53,y453f,1,nordjylland,4,271,1222
314,2020,53,y453f,2,midtjylland,2,750,2760
314,2020,53,y453f,3,syddanmark,0,556,1925
314,2020,53,y453f,4,copenhagen,0,1786,6129
314,2020,53,y453f,5,sjaelland,0,504,2336
314,2020,53,y453f,6,whole_denmark,6,3915,14498
321,2021,1,20e-eu1,0,other,11,24,
321,2021,1,20e-eu1,1,nordjylland,170,245,982
321,2021,1,20e-eu1,2,midtjylland,603,874,2025
321,2021,1,20e-eu1,3,syddanmark,289,586,1652
321,2021,1,20e-eu1,4,copenhagen,1049,1772,4668
321,2021,1,20e-eu1,5,sjaelland,395,645,1869
321,2021,1,20e-eu1,6,whole_denmark,2517,4146,11269
321,2021,1,b117,0,other,1,24,
321,2021,1,b117,1,nordjylland,5,245,982
321,2021,1,b117,2,midtjylland,20,862,2025
321,2021,1,b117,3,syddanmark,34,592,1652
321,2021,1,b117,4,copenhagen,47,1780,4668
321,2021,1,b117,5,sjaelland,37,645,1869
321,2021,1,b117,6,whole_denmark,144,4148,11269
321,2021,1,b1351,0,other,0,24,
321,2021,1,b1351,1,nordjylland,0,245,982
321,2021,1,b1351,2,midtjylland,0,862,2025
321,2021,1,b1351,3,syddanmark,0,592,1652
321,2021,1,b1351,4,copenhagen,0,1780,4668
321,2021,1,b1351,5,sjaelland,1,645,1869
321,2021,1,b1351,6,whole_denmark,1,4148,11269
321,2021,1,b1525,0,other,0,24,
321,2021,1,b1525,1,nordjylland,0,245,982
321,2021,1,b1525,2,midtjylland,0,862,2025
321,2021,1,b1525,3,syddanmark,0,592,1652
321,2021,1,b1525,4,copenhagen,0,1780,4668
321,2021,1,b1525,5,sjaelland,0,645,1869
321,2021,1,b1525,6,whole_denmark,0,4148,11269
321,2021,1,d614g,1,nordjylland,245,245,982
321,2021,1,d614g,2,midtjylland,751,828,2025
321,2021,1,d614g,3,syddanmark,576,577,1652
321,2021,1,d614g,4,copenhagen,1360,1362,4668
321,2021,1,d614g,5,sjaelland,616,617,1869
321,2021,1,d614g,6,whole_denmark,3548,3629,11269
321,2021,1,e484k,0,other,0,24,
321,2021,1,e484k,1,nordjylland,0,245,982
321,2021,1,e484k,2,midtjylland,0,874,2025
321,2021,1,e484k,3,syddanmark,0,586,1652
321,2021,1,e484k,4,copenhagen,1,1772,4668
321,2021,1,e484k,5,sjaelland,1,645,1869
321,2021,1,e484k,6,whole_denmark,2,4146,11269
321,2021,1,n439k,0,other,4,24,
321,2021,1,n439k,1,nordjylland,11,245,982
321,2021,1,n439k,2,midtjylland,48,874,2025
321,2021,1,n439k,3,syddanmark,64,586,1652
321,2021,1,n439k,4,copenhagen,190,1772,4668
321,2021,1,n439k,5,sjaelland,98,645,1869
321,2021,1,n439k,6,whole_denmark,415,4146,11269
321,2021,1,n501y,0,other,1,24,
321,2021,1,n501y,1,nordjylland,5,245,982
321,2021,1,n501y,2,midtjylland,29,874,2025
321,2021,1,n501y,3,syddanmark,33,586,1652
321,2021,1,n501y,4,copenhagen,47,1772,4668
321,2021,1,n501y,5,sjaelland,38,645,1869
321,2021,1,n501y,6,whole_denmark,153,4146,11269
321,2021,1,p1,0,other,0,24,
321,2021,1,p1,1,nordjylland,0,245,982
321,2021,1,p1,2,midtjylland,0,862,2025
321,2021,1,p1,3,syddanmark,0,592,1652
321,2021,1,p1,4,copenhagen,0,1780,4668
321,2021,1,p1,5,sjaelland,0,645,1869
321,2021,1,p1,6,whole_denmark,0,4148,11269
321,2021,1,p2,0,other,0,24,
321,2021,1,p2,1,nordjylland,0,245,982
321,2021,1,p2,2,midtjylland,0,874,2025
321,2021,1,p2,3,syddanmark,0,586,1652
321,2021,1,p2,4,copenhagen,1,1772,4668
321,2021,1,p2,5,sjaelland,0,645,1869
321,2021,1,p2,6,whole_denmark,1,4146,11269
321,2021,1,se484k,0,other,0,24,
321,2021,1,se484k,1,nordjylland,0,245,982
321,2021,1,se484k,2,midtjylland,0,862,2025
321,2021,1,se484k,3,syddanmark,0,592,1652
321,2021,1,se484k,4,copenhagen,1,1780,4668
321,2021,1,se484k,5,sjaelland,0,645,1869
321,2021,1,se484k,6,whole_denmark,1,4148,11269
321,2021,1,sl452r,0,other,0,24,
321,2021,1,sl452r,1,nordjylland,2,245,982
321,2021,1,sl452r,2,midtjylland,2,862,2025
321,2021,1,sl452r,3,syddanmark,0,592,1652
321,2021,1,sl452r,4,copenhagen,3,1780,4668
321,2021,1,sl452r,5,sjaelland,0,645,1869
321,2021,1,sl452r,6,whole_denmark,7,4148,11269
321,2021,1,sn439k,0,other,4,24,
321,2021,1,sn439k,1,nordjylland,11,245,982
321,2021,1,sn439k,2,midtjylland,48,862,2025
321,2021,1,sn439k,3,syddanmark,66,592,1652
321,2021,1,sn439k,4,copenhagen,190,1780,4668
321,2021,1,sn439k,5,sjaelland,98,645,1869
321,2021,1,sn439k,6,whole_denmark,417,4148,11269
321,2021,1,sn501y,0,other,0,24,
321,2021,1,sn501y,1,nordjylland,0,245,982
321,2021,1,sn501y,2,midtjylland,1,862,2025
321,2021,1,sn501y,3,syddanmark,0,592,1652
321,2021,1,sn501y,4,copenhagen,0,1780,4668
321,2021,1,sn501y,5,sjaelland,0,645,1869
321,2021,1,sn501y,6,whole_denmark,1,4148,11269
321,2021,1,sy453f,0,other,0,24,
321,2021,1,sy453f,1,nordjylland,0,245,982
321,2021,1,sy453f,2,midtjylland,3,862,2025
321,2021,1,sy453f,3,syddanmark,0,592,1652
321,2021,1,sy453f,4,copenhagen,0,1780,4668
321,2021,1,sy453f,5,sjaelland,0,645,1869
321,2021,1,sy453f,6,whole_denmark,3,4148,11269
321,2021,1,y453f,0,other,0,24,
321,2021,1,y453f,1,nordjylland,0,245,982
321,2021,1,y453f,2,midtjylland,3,874,2025
321,2021,1,y453f,3,syddanmark,0,586,1652
321,2021,1,y453f,4,copenhagen,0,1772,4668
321,2021,1,y453f,5,sjaelland,0,645,1869
321,2021,1,y453f,6,whole_denmark,3,4146,11269
328,2021,2,20e-eu1,0,other,12,32,
328,2021,2,20e-eu1,1,nordjylland,203,327,642
328,2021,2,20e-eu1,2,midtjylland,289,476,993
328,2021,2,20e-eu1,3,syddanmark,278,547,1002
328,2021,2,20e-eu1,4,copenhagen,1124,1930,3168
328,2021,2,20e-eu1,5,sjaelland,377,647,1110
328,2021,2,20e-eu1,6,whole_denmark,2283,3959,6978
328,2021,2,b117,0,other,3,33,
328,2021,2,b117,1,nordjylland,5,414,642
328,2021,2,b117,2,midtjylland,26,529,993
328,2021,2,b117,3,syddanmark,65,605,1002
328,2021,2,b117,4,copenhagen,123,1982,3168
328,2021,2,b117,5,sjaelland,75,664,1110
328,2021,2,b117,6,whole_denmark,297,4227,6978
328,2021,2,b1351,0,other,0,33,
328,2021,2,b1351,1,nordjylland,0,414,642
328,2021,2,b1351,2,midtjylland,0,529,993
328,2021,2,b1351,3,syddanmark,0,605,1002
328,2021,2,b1351,4,copenhagen,0,1982,3168
328,2021,2,b1351,5,sjaelland,0,664,1110
328,2021,2,b1351,6,whole_denmark,0,4227,6978
328,2021,2,b1525,0,other,0,33,
328,2021,2,b1525,1,nordjylland,0,414,642
328,2021,2,b1525,2,midtjylland,0,529,993
328,2021,2,b1525,3,syddanmark,0,605,1002
328,2021,2,b1525,4,copenhagen,2,1982,3168
328,2021,2,b1525,5,sjaelland,0,664,1110
328,2021,2,b1525,6,whole_denmark,2,4227,6978
328,2021,2,d614g,1,nordjylland,324,324,642
328,2021,2,d614g,2,midtjylland,421,480,993
328,2021,2,d614g,3,syddanmark,525,527,1002
328,2021,2,d614g,4,copenhagen,1512,1516,3168
328,2021,2,d614g,5,sjaelland,619,619,1110
328,2021,2,d614g,6,whole_denmark,3401,3466,6978
328,2021,2,e484k,0,other,0,32,
328,2021,2,e484k,1,nordjylland,0,327,642
328,2021,2,e484k,2,midtjylland,0,476,993
328,2021,2,e484k,3,syddanmark,0,547,1002
328,2021,2,e484k,4,copenhagen,4,1930,3168
328,2021,2,e484k,5,sjaelland,0,647,1110
328,2021,2,e484k,6,whole_denmark,4,3959,6978
328,2021,2,n439k,0,other,5,32,
328,2021,2,n439k,1,nordjylland,24,327,642
328,2021,2,n439k,2,midtjylland,33,476,993
328,2021,2,n439k,3,syddanmark,77,547,1002
328,2021,2,n439k,4,copenhagen,165,1930,3168
328,2021,2,n439k,5,sjaelland,74,647,1110
328,2021,2,n439k,6,whole_denmark,378,3959,6978
328,2021,2,n501y,0,other,3,32,
328,2021,2,n501y,1,nordjylland,5,327,642
328,2021,2,n501y,2,midtjylland,24,476,993
328,2021,2,n501y,3,syddanmark,63,547,1002
328,2021,2,n501y,4,copenhagen,117,1930,3168
328,2021,2,n501y,5,sjaelland,70,647,1110
328,2021,2,n501y,6,whole_denmark,282,3959,6978
328,2021,2,p1,0,other,0,33,
328,2021,2,p1,1,nordjylland,0,414,642
328,2021,2,p1,2,midtjylland,0,529,993
328,2021,2,p1,3,syddanmark,0,605,1002
328,2021,2,p1,4,copenhagen,0,1982,3168
328,2021,2,p1,5,sjaelland,0,664,1110
328,2021,2,p1,6,whole_denmark,0,4227,6978
328,2021,2,p2,0,other,0,32,
328,2021,2,p2,1,nordjylland,0,327,642
328,2021,2,p2,2,midtjylland,0,476,993
328,2021,2,p2,3,syddanmark,0,547,1002
328,2021,2,p2,4,copenhagen,2,1930,3168
328,2021,2,p2,5,sjaelland,0,647,1110
328,2021,2,p2,6,whole_denmark,2,3959,6978
328,2021,2,se484k,0,other,0,33,
328,2021,2,se484k,1,nordjylland,0,414,642
328,2021,2,se484k,2,midtjylland,0,529,993
328,2021,2,se484k,3,syddanmark,0,605,1002
328,2021,2,se484k,4,copenhagen,2,1982,3168
328,2021,2,se484k,5,sjaelland,0,664,1110
328,2021,2,se484k,6,whole_denmark,2,4227,6978
328,2021,2,sl452r,0,other,0,33,
328,2021,2,sl452r,1,nordjylland,2,414,642
328,2021,2,sl452r,2,midtjylland,2,529,993
328,2021,2,sl452r,3,syddanmark,0,605,1002
328,2021,2,sl452r,4,copenhagen,0,1982,3168
328,2021,2,sl452r,5,sjaelland,0,664,1110
328,2021,2,sl452r,6,whole_denmark,4,4227,6978
328,2021,2,sn439k,0,other,5,33,
328,2021,2,sn439k,1,nordjylland,27,414,642
328,2021,2,sn439k,2,midtjylland,36,529,993
328,2021,2,sn439k,3,syddanmark,79,605,1002
328,2021,2,sn439k,4,copenhagen,170,1982,3168
328,2021,2,sn439k,5,sjaelland,75,664,1110
328,2021,2,sn439k,6,whole_denmark,392,4227,6978
328,2021,2,sn501y,0,other,0,33,
328,2021,2,sn501y,1,nordjylland,0,414,642
328,2021,2,sn501y,2,midtjylland,0,529,993
328,2021,2,sn501y,3,syddanmark,0,605,1002
328,2021,2,sn501y,4,copenhagen,0,1982,3168
328,2021,2,sn501y,5,sjaelland,0,664,1110
328,2021,2,sn501y,6,whole_denmark,0,4227,6978
328,2021,2,sy453f,0,other,0,33,
328,2021,2,sy453f,1,nordjylland,0,414,642
328,2021,2,sy453f,2,midtjylland,3,529,993
328,2021,2,sy453f,3,syddanmark,2,605,1002
328,2021,2,sy453f,4,copenhagen,0,1982,3168
328,2021,2,sy453f,5,sjaelland,0,664,1110
328,2021,2,sy453f,6,whole_denmark,5,4227,6978
328,2021,2,y453f,0,other,0,32,
328,2021,2,y453f,1,nordjylland,0,327,642
328,2021,2,y453f,2,midtjylland,2,476,993
328,2021,2,y453f,3,syddanmark,2,547,1002
328,2021,2,y453f,4,copenhagen,0,1930,3168
328,2021,2,y453f,5,sjaelland,0,647,1110
328,2021,2,y453f,6,whole_denmark,4,3959,6978
335,2021,3,20e-eu1,0,other,10,33,
335,2021,3,20e-eu1,1,nordjylland,170,362,502
335,2021,3,20e-eu1,2,midtjylland,296,494,719
335,2021,3,20e-eu1,3,syddanmark,274,605,870
335,2021,3,20e-eu1,4,copenhagen,947,1561,2263
335,2021,3,20e-eu1,5,sjaelland,403,629,911
335,2021,3,20e-eu1,6,whole_denmark,2100,3684,5318
335,2021,3,b117,0,other,9,32,
335,2021,3,b117,1,nordjylland,24,362,502
335,2021,3,b117,2,midtjylland,67,507,719
335,2021,3,b117,3,syddanmark,100,605,870
335,2021,3,b117,4,copenhagen,202,1550,2263
335,2021,3,b117,5,sjaelland,81,628,911
335,2021,3,b117,6,whole_denmark,483,3684,5318
335,2021,3,b1351,0,other,0,32,
335,2021,3,b1351,1,nordjylland,2,362,502
335,2021,3,b1351,2,midtjylland,0,507,719
335,2021,3,b1351,3,syddanmark,1,605,870
335,2021,3,b1351,4,copenhagen,0,1550,2263
335,2021,3,b1351,5,sjaelland,0,628,911
335,2021,3,b1351,6,whole_denmark,3,3684,5318
335,2021,3,b1525,0,other,0,32,
335,2021,3,b1525,1,nordjylland,0,362,502
335,2021,3,b1525,2,midtjylland,0,507,719
335,2021,3,b1525,3,syddanmark,3,605,870
335,2021,3,b1525,4,copenhagen,2,1550,2263
335,2021,3,b1525,5,sjaelland,0,628,911
335,2021,3,b1525,6,whole_denmark,5,3684,5318
335,2021,3,d614g,1,nordjylland,358,358,502
335,2021,3,d614g,2,midtjylland,455,458,719
335,2021,3,d614g,3,syddanmark,572,572,870
335,2021,3,d614g,4,copenhagen,1252,1255,2263
335,2021,3,d614g,5,sjaelland,575,579,911
335,2021,3,d614g,6,whole_denmark,3212,3222,5318
335,2021,3,e484k,0,other,0,33,
335,2021,3,e484k,1,nordjylland,4,362,502
335,2021,3,e484k,2,midtjylland,0,494,719
335,2021,3,e484k,3,syddanmark,4,605,870
335,2021,3,e484k,4,copenhagen,2,1561,2263
335,2021,3,e484k,5,sjaelland,0,629,911
335,2021,3,e484k,6,whole_denmark,10,3684,5318
335,2021,3,n439k,0,other,3,33,
335,2021,3,n439k,1,nordjylland,22,362,502
335,2021,3,n439k,2,midtjylland,16,494,719
335,2021,3,n439k,3,syddanmark,78,605,870
335,2021,3,n439k,4,copenhagen,82,1561,2263
335,2021,3,n439k,5,sjaelland,46,629,911
335,2021,3,n439k,6,whole_denmark,247,3684,5318
335,2021,3,n501y,0,other,8,33,
335,2021,3,n501y,1,nordjylland,26,362,502
335,2021,3,n501y,2,midtjylland,53,494,719
335,2021,3,n501y,3,syddanmark,99,605,870
335,2021,3,n501y,4,copenhagen,199,1561,2263
335,2021,3,n501y,5,sjaelland,81,629,911
335,2021,3,n501y,6,whole_denmark,466,3684,5318
335,2021,3,p1,0,other,0,32,
335,2021,3,p1,1,nordjylland,0,362,502
335,2021,3,p1,2,midtjylland,0,507,719
335,2021,3,p1,3,syddanmark,0,605,870
335,2021,3,p1,4,copenhagen,0,1550,2263
335,2021,3,p1,5,sjaelland,0,628,911
335,2021,3,p1,6,whole_denmark,0,3684,5318
335,2021,3,p2,0,other,0,33,
335,2021,3,p2,1,nordjylland,2,362,502
335,2021,3,p2,2,midtjylland,0,494,719
335,2021,3,p2,3,syddanmark,0,605,870
335,2021,3,p2,4,copenhagen,0,1561,2263
335,2021,3,p2,5,sjaelland,0,629,911
335,2021,3,p2,6,whole_denmark,2,3684,5318
335,2021,3,se484k,0,other,0,32,
335,2021,3,se484k,1,nordjylland,2,362,502
335,2021,3,se484k,2,midtjylland,0,507,719
335,2021,3,se484k,3,syddanmark,0,605,870
335,2021,3,se484k,4,copenhagen,0,1550,2263
335,2021,3,se484k,5,sjaelland,0,628,911
335,2021,3,se484k,6,whole_denmark,2,3684,5318
335,2021,3,sl452r,0,other,1,32,
335,2021,3,sl452r,1,nordjylland,1,362,502
335,2021,3,sl452r,2,midtjylland,2,507,719
335,2021,3,sl452r,3,syddanmark,0,605,870
335,2021,3,sl452r,4,copenhagen,0,1550,2263
335,2021,3,sl452r,5,sjaelland,0,628,911
335,2021,3,sl452r,6,whole_denmark,4,3684,5318
335,2021,3,sn439k,0,other,3,32,
335,2021,3,sn439k,1,nordjylland,22,362,502
335,2021,3,sn439k,2,midtjylland,16,507,719
335,2021,3,sn439k,3,syddanmark,78,605,870
335,2021,3,sn439k,4,copenhagen,81,1550,2263
335,2021,3,sn439k,5,sjaelland,46,628,911
335,2021,3,sn439k,6,whole_denmark,246,3684,5318
335,2021,3,sn501y,0,other,0,32,
335,2021,3,sn501y,1,nordjylland,0,362,502
335,2021,3,sn501y,2,midtjylland,0,507,719
335,2021,3,sn501y,3,syddanmark,0,605,870
335,2021,3,sn501y,4,copenhagen,0,1550,2263
335,2021,3,sn501y,5,sjaelland,0,628,911
335,2021,3,sn501y,6,whole_denmark,0,3684,5318
335,2021,3,sy453f,0,other,0,32,
335,2021,3,sy453f,1,nordjylland,0,362,502
335,2021,3,sy453f,2,midtjylland,0,507,719
335,2021,3,sy453f,3,syddanmark,0,605,870
335,2021,3,sy453f,4,copenhagen,1,1550,2263
335,2021,3,sy453f,5,sjaelland,0,628,911
335,2021,3,sy453f,6,whole_denmark,1,3684,5318
335,2021,3,y453f,0,other,0,33,
335,2021,3,y453f,1,nordjylland,0,362,502
335,2021,3,y453f,2,midtjylland,0,494,719
335,2021,3,y453f,3,syddanmark,0,605,870
335,2021,3,y453f,4,copenhagen,1,1561,2263
335,2021,3,y453f,5,sjaelland,0,629,911
335,2021,3,y453f,6,whole_denmark,1,3684,5318
342,2021,4,20e-eu1,0,other,15,38,
342,2021,4,20e-eu1,1,nordjylland,96,214,286
342,2021,4,20e-eu1,2,midtjylland,205,308,448
342,2021,4,20e-eu1,3,syddanmark,129,424,593
342,2021,4,20e-eu1,4,copenhagen,725,1199,1614
342,2021,4,20e-eu1,5,sjaelland,280,476,627
342,2021,4,20e-eu1,6,whole_denmark,1450,2659,3620
342,2021,4,b117,0,other,11,37,
342,2021,4,b117,1,nordjylland,25,214,286
342,2021,4,b117,2,midtjylland,52,316,448
342,2021,4,b117,3,syddanmark,93,424,593
342,2021,4,b117,4,copenhagen,237,1194,1614
342,2021,4,b117,5,sjaelland,104,474,627
342,2021,4,b117,6,whole_denmark,522,2659,3620
342,2021,4,b1351,0,other,0,37,
342,2021,4,b1351,1,nordjylland,0,214,286
342,2021,4,b1351,2,midtjylland,1,316,448
342,2021,4,b1351,3,syddanmark,0,424,593
342,2021,4,b1351,4,copenhagen,0,1194,1614
342,2021,4,b1351,5,sjaelland,0,474,627
342,2021,4,b1351,6,whole_denmark,1,2659,3620
342,2021,4,b1525,0,other,0,37,
342,2021,4,b1525,1,nordjylland,0,214,286
342,2021,4,b1525,2,midtjylland,0,316,448
342,2021,4,b1525,3,syddanmark,9,424,593
342,2021,4,b1525,4,copenhagen,4,1194,1614
342,2021,4,b1525,5,sjaelland,0,474,627
342,2021,4,b1525,6,whole_denmark,13,2659,3620
342,2021,4,d614g,1,nordjylland,150,150,286
342,2021,4,d614g,2,midtjylland,215,216,448
342,2021,4,d614g,3,syddanmark,294,295,593
342,2021,4,d614g,4,copenhagen,655,655,1614
342,2021,4,d614g,5,sjaelland,324,324,627
342,2021,4,d614g,6,whole_denmark,1638,1640,3620
342,2021,4,e484k,0,other,0,38,
342,2021,4,e484k,1,nordjylland,6,214,286
342,2021,4,e484k,2,midtjylland,1,308,448
342,2021,4,e484k,3,syddanmark,9,424,593
342,2021,4,e484k,4,copenhagen,4,1199,1614
342,2021,4,e484k,5,sjaelland,0,476,627
342,2021,4,e484k,6,whole_denmark,20,2659,3620
342,2021,4,n439k,0,other,1,38,
342,2021,4,n439k,1,nordjylland,19,214,286
342,2021,4,n439k,2,midtjylland,5,308,448
342,2021,4,n439k,3,syddanmark,38,424,593
342,2021,4,n439k,4,copenhagen,36,1199,1614
342,2021,4,n439k,5,sjaelland,15,476,627
342,2021,4,n439k,6,whole_denmark,114,2659,3620
342,2021,4,n501y,0,other,11,38,
342,2021,4,n501y,1,nordjylland,25,214,286
342,2021,4,n501y,2,midtjylland,46,308,448
342,2021,4,n501y,3,syddanmark,89,424,593
342,2021,4,n501y,4,copenhagen,240,1199,1614
342,2021,4,n501y,5,sjaelland,104,476,627
342,2021,4,n501y,6,whole_denmark,515,2659,3620
342,2021,4,p1,0,other,0,37,
342,2021,4,p1,1,nordjylland,0,214,286
342,2021,4,p1,2,midtjylland,0,316,448
342,2021,4,p1,3,syddanmark,0,424,593
342,2021,4,p1,4,copenhagen,0,1194,1614
342,2021,4,p1,5,sjaelland,0,474,627
342,2021,4,p1,6,whole_denmark,0,2659,3620
342,2021,4,p2,0,other,0,38,
342,2021,4,p2,1,nordjylland,6,214,286
342,2021,4,p2,2,midtjylland,0,308,448
342,2021,4,p2,3,syddanmark,0,424,593
342,2021,4,p2,4,copenhagen,0,1199,1614
342,2021,4,p2,5,sjaelland,0,476,627
342,2021,4,p2,6,whole_denmark,6,2659,3620
342,2021,4,se484k,0,other,0,37,
342,2021,4,se484k,1,nordjylland,6,214,286
342,2021,4,se484k,2,midtjylland,0,316,448
342,2021,4,se484k,3,syddanmark,0,424,593
342,2021,4,se484k,4,copenhagen,0,1194,1614
342,2021,4,se484k,5,sjaelland,0,474,627
342,2021,4,se484k,6,whole_denmark,6,2659,3620
342,2021,4,sl452r,0,other,0,37,
342,2021,4,sl452r,1,nordjylland,0,214,286
342,2021,4,sl452r,2,midtjylland,0,316,448
342,2021,4,sl452r,3,syddanmark,5,424,593
342,2021,4,sl452r,4,copenhagen,0,1194,1614
342,2021,4,sl452r,5,sjaelland,0,474,627
342,2021,4,sl452r,6,whole_denmark,5,2659,3620
342,2021,4,sn439k,0,other,1,37,
342,2021,4,sn439k,1,nordjylland,19,214,286
342,2021,4,sn439k,2,midtjylland,5,316,448
342,2021,4,sn439k,3,syddanmark,38,424,593
342,2021,4,sn439k,4,copenhagen,36,1194,1614
342,2021,4,sn439k,5,sjaelland,15,474,627
342,2021,4,sn439k,6,whole_denmark,114,2659,3620
342,2021,4,sn501y,0,other,0,37,
342,2021,4,sn501y,1,nordjylland,0,214,286
342,2021,4,sn501y,2,midtjylland,0,316,448
342,2021,4,sn501y,3,syddanmark,0,424,593
342,2021,4,sn501y,4,copenhagen,0,1194,1614
342,2021,4,sn501y,5,sjaelland,0,474,627
342,2021,4,sn501y,6,whole_denmark,0,2659,3620
342,2021,4,sy453f,0,other,0,37,
342,2021,4,sy453f,1,nordjylland,0,214,286
342,2021,4,sy453f,2,midtjylland,0,316,448
342,2021,4,sy453f,3,syddanmark,0,424,593
342,2021,4,sy453f,4,copenhagen,0,1194,1614
342,2021,4,sy453f,5,sjaelland,0,474,627
342,2021,4,sy453f,6,whole_denmark,0,2659,3620
342,2021,4,y453f,0,other,0,38,
342,2021,4,y453f,1,nordjylland,0,214,286
342,2021,4,y453f,2,midtjylland,0,308,448
342,2021,4,y453f,3,syddanmark,0,424,593
342,2021,4,y453f,4,copenhagen,0,1199,1614
342,2021,4,y453f,5,sjaelland,0,476,627
342,2021,4,y453f,6,whole_denmark,0,2659,3620
349,2021,5,20e-eu1,0,other,2,9,
349,2021,5,20e-eu1,1,nordjylland,52,204,259
349,2021,5,20e-eu1,2,midtjylland,170,345,462
349,2021,5,20e-eu1,3,syddanmark,108,422,604
349,2021,5,20e-eu1,4,copenhagen,447,920,1265
349,2021,5,20e-eu1,5,sjaelland,141,331,487
349,2021,5,20e-eu1,6,whole_denmark,920,2231,3119
349,2021,5,b117,0,other,3,9,
349,2021,5,b117,1,nordjylland,17,204,259
349,2021,5,b117,2,midtjylland,83,345,462
349,2021,5,b117,3,syddanmark,128,426,604
349,2021,5,b117,4,copenhagen,294,922,1265
349,2021,5,b117,5,sjaelland,138,334,487
349,2021,5,b117,6,whole_denmark,663,2240,3119
349,2021,5,b1351,0,other,0,9,
349,2021,5,b1351,1,nordjylland,0,204,259
349,2021,5,b1351,2,midtjylland,0,345,462
349,2021,5,b1351,3,syddanmark,1,426,604
349,2021,5,b1351,4,copenhagen,3,922,1265
349,2021,5,b1351,5,sjaelland,0,334,487
349,2021,5,b1351,6,whole_denmark,4,2240,3119
349,2021,5,b1525,0,other,0,9,
349,2021,5,b1525,1,nordjylland,0,204,259
349,2021,5,b1525,2,midtjylland,0,345,462
349,2021,5,b1525,3,syddanmark,9,426,604
349,2021,5,b1525,4,copenhagen,24,922,1265
349,2021,5,b1525,5,sjaelland,2,334,487
349,2021,5,b1525,6,whole_denmark,35,2240,3119
349,2021,5,e484k,0,other,0,9,
349,2021,5,e484k,1,nordjylland,2,204,259
349,2021,5,e484k,2,midtjylland,0,345,462
349,2021,5,e484k,3,syddanmark,10,422,604
349,2021,5,e484k,4,copenhagen,27,920,1265
349,2021,5,e484k,5,sjaelland,2,331,487
349,2021,5,e484k,6,whole_denmark,41,2231,3119
349,2021,5,n439k,0,other,0,9,
349,2021,5,n439k,1,nordjylland,24,204,259
349,2021,5,n439k,2,midtjylland,25,345,462
349,2021,5,n439k,3,syddanmark,58,422,604
349,2021,5,n439k,4,copenhagen,16,920,1265
349,2021,5,n439k,5,sjaelland,4,331,487
349,2021,5,n439k,6,whole_denmark,127,2231,3119
349,2021,5,n501y,0,other,3,9,
349,2021,5,n501y,1,nordjylland,17,204,259
349,2021,5,n501y,2,midtjylland,83,345,462
349,2021,5,n501y,3,syddanmark,126,422,604
349,2021,5,n501y,4,copenhagen,295,920,1265
349,2021,5,n501y,5,sjaelland,138,331,487
349,2021,5,n501y,6,whole_denmark,662,2231,3119
349,2021,5,p1,0,other,0,9,
349,2021,5,p1,1,nordjylland,0,204,259
349,2021,5,p1,2,midtjylland,0,345,462
349,2021,5,p1,3,syddanmark,0,426,604
349,2021,5,p1,4,copenhagen,0,922,1265
349,2021,5,p1,5,sjaelland,0,334,487
349,2021,5,p1,6,whole_denmark,0,2240,3119
349,2021,5,p2,0,other,0,9,
349,2021,5,p2,1,nordjylland,2,204,259
349,2021,5,p2,2,midtjylland,0,345,462
349,2021,5,p2,3,syddanmark,0,422,604
349,2021,5,p2,4,copenhagen,0,920,1265
349,2021,5,p2,5,sjaelland,0,331,487
349,2021,5,p2,6,whole_denmark,2,2231,3119
349,2021,5,se484k,0,other,0,9,
